TAI Time at Start of Scan replicated across the swath (Time UTC+0);Geodetic Latitude (Degrees_north);Geodetic Longitude (Degrees_east);Deep Blue AOT at 0.55 micron for land with higher quality data (Quality flag=2,3) (None);Standard deviation of Deep Blue AOT at 0.55 micron for land with  all quality data (Quality flag=1,2,3) (None);Deep Blue Aerosol Confidence Flag (0= No Confidence (or fill),  1= Marginal, 2= Good, 3= Very Good) (None);Averaged topographic altitude (in km) for Land (KM)
2019-03-21T11:56:51.000000;38.888447;-9.148695;38;33;2;22
2019-03-21T11:56:51.000000;38.852383;-8.96818;37;44;2;0
2019-03-21T11:56:51.000000;38.65513;-8.007196;27;37;3;31
2019-03-21T11:56:51.000000;38.61083;-7.797062;18;13;3;24
2019-03-21T11:56:53.000000;38.801556;-9.182504;65;48;3;11
2019-03-21T11:56:53.000000;38.568867;-8.04335;20;18;3;31
2019-03-21T11:56:53.000000;38.524647;-7.8334517;22;34;3;24
2019-03-21T11:56:54.000000;38.48193;-8.077122;23;28;3;18
2019-03-21T11:56:54.000000;38.438057;-7.868771;17;8;3;23
2019-03-21T11:56:56.000000;38.395603;-8.112937;19;11;3;19
2019-03-21T11:56:56.000000;38.35189;-7.905225;21;15;2;27
2019-03-21T11:56:57.000000;38.35097;-8.349637;22;20;3;9
2019-03-21T11:56:57.000000;38.30893;-8.147869;18;12;2;16
2019-03-21T11:56:59.000000;38.264412;-8.384541;44;37;3;3
2019-03-21T11:56:59.000000;38.222412;-8.182824;38;16;2;9
2019-03-21T11:57:00.000000;38.177757;-8.419677;38;35;3;8
2019-03-21T11:57:00.000000;38.135685;-8.217465;59;42;2;7
2019-03-21T11:57:00.000000;38.092155;-8.010219;65;49;2;14
2019-03-21T11:57:01.000000;38.09135;-8.455441;51;36;2;12
2019-03-21T11:57:01.000000;38.04927;-8.253037;51;49;2;7
2019-03-26T12:15:11.000000;38.66792;-8.883206;60;35;3;2
2019-03-09T11:32:10.000000;39.547062;-8.26066;69;33;3;20
2019-03-09T11:32:10.000000;39.529728;-8.145901;57;36;3;20
2019-03-09T11:32:10.000000;39.512253;-8.030952;73;33;3;15
2019-03-09T11:32:10.000000;39.494625;-7.915873;57;27;3;18
2019-03-09T11:32:10.000000;39.476852;-7.800625;41;26;3;27
2019-03-09T11:32:11.000000;39.543396;-8.861126;30;33;3;53
2019-03-09T11:32:11.000000;39.526688;-8.746467;32;26;3;46
2019-03-09T11:32:11.000000;39.50988;-8.63192;48;56;3;18
2019-03-09T11:32:11.000000;39.492943;-8.517368;86;76;3;7
2019-03-09T11:32:11.000000;39.475883;-8.402832;47;39;2;7
2019-03-09T11:32:11.000000;39.458702;-8.288237;86;59;3;2
2019-03-09T11:32:11.000000;39.441383;-8.173582;68;69;3;4
2019-03-09T11:32:11.000000;39.423935;-8.058863;24;21;3;14
2019-03-09T11:32:11.000000;39.40634;-7.944004;26;18;3;26
2019-03-09T11:32:11.000000;39.388573;-7.8287644;26;20;3;23
2019-03-09T11:32:13.000000;39.471745;-9.003479;35;26;3;15
2019-03-09T11:32:13.000000;39.43843;-8.774086;44;49;3;15
2019-03-09T11:32:13.000000;39.421623;-8.659616;45;49;3;8
2019-03-09T11:32:13.000000;39.40471;-8.545208;53;50;3;4
2019-03-09T11:32:13.000000;39.387676;-8.43084;78;61;3;7
2019-03-09T11:32:13.000000;39.37052;-8.316485;53;32;3;16
2019-03-09T11:32:13.000000;39.353237;-8.202032;44;18;3;17
2019-03-09T11:32:13.000000;39.33581;-8.087417;39;28;3;15
2019-03-09T11:32:13.000000;39.318233;-7.972657;33;27;3;19
2019-03-09T11:32:13.000000;39.3005;-7.8575954;25;18;3;19
2019-03-09T11:32:14.000000;39.38326;-9.030382;31;27;3;12
2019-03-09T11:32:14.000000;39.349987;-8.80132;27;19;3;5
2019-03-09T11:32:14.000000;39.3332;-8.686983;29;24;3;8
2019-03-09T11:32:14.000000;39.316307;-8.57272;48;41;3;1
2019-03-09T11:32:14.000000;39.299294;-8.458514;37;32;3;13
2019-03-09T11:32:14.000000;39.282158;-8.344272;34;26;3;15
2019-03-09T11:32:14.000000;39.264896;-8.229942;25;22;3;15
2019-03-09T11:32:14.000000;39.24749;-8.115486;32;25;3;18
2019-03-09T11:32:14.000000;39.22993;-8.000794;32;33;3;16
2019-03-09T11:32:14.000000;39.212215;-7.8858957;19;15;3;20
2019-03-09T11:32:16.000000;39.29492;-9.057505;44;27;3;11
2019-03-09T11:32:16.000000;39.278355;-8.943033;30;22;2;9
2019-03-09T11:32:16.000000;39.261696;-8.828743;30;30;3;7
2019-03-09T11:32:16.000000;39.244934;-8.71457;60;72;2;4
2019-03-09T11:32:16.000000;39.228058;-8.600459;75;62;3;1
2019-03-09T11:32:16.000000;39.211067;-8.486387;41;38;3;9
2019-03-09T11:32:16.000000;39.193962;-8.372292;46;31;3;12
2019-03-09T11:32:16.000000;39.17672;-8.258118;44;37;3;16
2019-03-09T11:32:16.000000;39.159332;-8.143783;41;38;3;16
2019-03-09T11:32:16.000000;39.141796;-8.02924;24;24;3;16
2019-03-09T11:32:16.000000;39.1241;-7.9144535;17;10;3;17
2019-03-09T11:32:16.000000;39.10623;-7.7993135;30;17;3;15
2019-03-09T11:32:17.000000;39.222893;-9.1989355;30;29;2;9
2019-03-09T11:32:17.000000;39.20643;-9.0843525;37;42;2;10
2019-03-09T11:32:17.000000;39.18988;-8.970011;49;58;2;9
2019-03-09T11:32:17.000000;39.173233;-8.855844;44;50;3;9
2019-03-09T11:32:17.000000;39.156494;-8.741799;50;50;2;0
2019-03-09T11:32:17.000000;39.13964;-8.6278105;67;46;2;3
2019-03-09T11:32:17.000000;39.122665;-8.513844;52;39;3;5
2019-03-09T11:32:17.000000;39.105576;-8.399873;33;24;3;12
2019-03-09T11:32:17.000000;39.08835;-8.2857895;27;20;3;12
2019-03-09T11:32:17.000000;39.07098;-8.171562;24;19;3;12
2019-03-09T11:32:17.000000;39.05347;-8.057171;18;11;3;15
2019-03-09T11:32:17.000000;39.03579;-7.942479;23;32;3;13
2019-03-09T11:32:17.000000;39.01796;-7.8275843;22;15;3;20
2019-03-09T11:32:19.000000;39.13455;-9.22595;55;65;2;6
2019-03-09T11:32:19.000000;39.11809;-9.11145;30;24;3;14
2019-03-09T11:32:19.000000;39.101566;-8.997261;42;49;3;9
2019-03-09T11:32:19.000000;39.051384;-8.655441;55;53;3;4
2019-03-09T11:32:19.000000;39.03443;-8.54162;34;30;3;8
2019-03-09T11:32:19.000000;39.01736;-8.427758;42;37;3;8
2019-03-09T11:32:19.000000;39.000156;-8.313785;57;49;3;4
2019-03-09T11:32:19.000000;38.982815;-8.199734;28;28;3;9
2019-03-09T11:32:19.000000;38.96532;-8.085477;20;18;3;11
2019-03-09T11:32:19.000000;38.94767;-7.970942;16;10;2;10
2019-03-09T11:32:19.000000;38.92987;-7.856232;17;13;3;20
2019-03-09T11:32:20.000000;39.046005;-9.252284;25;20;3;9
2019-03-09T11:32:20.000000;39.02956;-9.137883;21;21;3;26
2019-03-09T11:32:20.000000;39.013065;-9.02389;33;40;2;11
2019-03-09T11:32:20.000000;38.996468;-8.910011;40;43;3;0
2019-03-09T11:32:20.000000;38.979755;-8.796213;76;69;3;0
2019-03-09T11:32:20.000000;38.962944;-8.682499;53;55;2;3
2019-03-09T11:32:20.000000;38.946014;-8.568813;71;58;2;4
2019-03-09T11:32:20.000000;38.91178;-8.341316;18;12;3;6
2019-03-09T11:32:20.000000;38.894463;-8.227406;17;7;3;9
2019-03-09T11:32:20.000000;38.877;-8.11329;17;10;3;10
2019-03-09T11:32:20.000000;38.85938;-7.9989686;18;14;3;16
2019-03-09T11:32:20.000000;38.841595;-7.884355;20;21;3;21
2019-03-09T11:32:22.000000;38.891518;-8.823864;37;42;2;2
2019-03-09T11:32:22.000000;38.874725;-8.710302;44;36;3;4
2019-03-09T11:32:22.000000;38.85782;-8.596766;36;38;3;7
2019-03-09T11:32:22.000000;38.84079;-8.483202;22;18;3;9
2019-03-09T11:32:22.000000;38.823635;-8.369573;24;18;3;14
2019-03-09T11:32:22.000000;38.80634;-8.255787;21;17;3;16
2019-03-09T11:32:22.000000;38.788895;-8.141819;26;19;3;19
2019-03-09T11:32:22.000000;38.7713;-8.027635;23;29;3;24
2019-03-09T11:32:22.000000;38.753532;-7.9130983;20;17;3;25
2019-03-09T11:32:22.000000;38.735596;-7.7982655;20;14;3;31
2019-03-09T11:32:23.000000;38.869102;-9.305572;52;67;3;16
2019-03-09T11:32:23.000000;38.786255;-8.737262;27;30;3;4
2019-03-09T11:32:23.000000;38.76937;-8.623855;29;21;2;4
2019-03-09T11:32:23.000000;38.752365;-8.510436;19;10;3;9
2019-03-09T11:32:23.000000;38.73523;-8.396941;19;15;3;12
2019-03-09T11:32:23.000000;38.71796;-8.283342;17;11;3;19
2019-03-09T11:32:23.000000;38.700546;-8.169548;42;44;2;24
2019-03-09T11:32:23.000000;38.682976;-8.055496;30;20;3;28
2019-03-09T11:32:23.000000;38.665226;-7.9410887;22;20;3;28
2019-03-09T11:32:23.000000;38.6473;-7.8262787;17;7;3;25
2019-03-09T11:32:25.000000;38.697987;-8.764751;68;57;3;4
2019-03-09T11:32:25.000000;38.664135;-8.538198;60;48;2;9
2019-03-09T11:32:25.000000;38.647022;-8.424833;36;46;2;13
2019-03-09T11:32:25.000000;38.629776;-8.311378;21;20;3;22
2019-03-09T11:32:25.000000;38.61238;-8.197718;32;33;2;27
2019-03-09T11:32:25.000000;38.594837;-8.083853;19;11;2;34
2019-03-09T11:32:25.000000;38.577103;-7.9695005;21;23;3;26
2019-03-09T11:32:25.000000;38.559204;-7.854883;26;28;3;26
2019-03-09T11:32:26.000000;38.609535;-8.791715;37;35;2;3
2019-03-09T11:32:26.000000;38.558624;-8.452131;21;16;3;10
2019-03-09T11:32:26.000000;38.541397;-8.338803;25;22;3;20
2019-03-09T11:32:26.000000;38.524014;-8.225195;48;24;3;18
2019-03-09T11:32:26.000000;38.506485;-8.111382;29;22;3;19
2019-03-09T11:32:26.000000;38.488785;-7.9972553;26;40;2;20
2019-03-09T11:32:26.000000;38.470913;-7.882802;18;8;3;22
2019-03-09T11:32:28.000000;38.487503;-8.593073;17;10;2;4
2019-03-09T11:32:28.000000;38.470436;-8.479998;20;15;3;9
2019-03-09T11:32:28.000000;38.453224;-8.36674;31;20;3;7
2019-03-09T11:32:28.000000;38.43588;-8.253375;50;27;3;16
2019-03-09T11:32:28.000000;38.418365;-8.139687;22;24;3;17
2019-03-09T11:32:28.000000;38.38286;-7.911466;22;23;3;27
2019-03-09T11:32:28.000000;38.364815;-7.7966585;31;20;3;26
2019-03-09T11:32:29.000000;38.39908;-8.620234;42;40;2;1
2019-03-09T11:32:29.000000;38.38203;-8.507269;52;50;2;6
2019-03-09T11:32:29.000000;38.36484;-8.39417;22;18;3;10
2019-03-09T11:32:29.000000;38.347504;-8.280809;28;14;2;6
2019-03-09T11:32:29.000000;38.330025;-8.167343;19;12;2;16
2019-03-09T11:32:29.000000;38.29455;-7.939327;18;12;2;22
2019-03-09T11:32:29.000000;38.276543;-7.824715;19;9;2;25
2019-03-09T11:32:30.000000;38.3108;-8.647774;59;55;2;6
2019-03-09T11:32:30.000000;38.276604;-8.421937;27;28;3;4
2019-03-09T11:32:30.000000;38.25929;-8.308766;27;18;3;6
2019-03-09T11:32:30.000000;38.241817;-8.1953535;20;17;3;8
2019-03-09T11:32:30.000000;38.224194;-8.0816555;23;20;2;12
2019-03-09T11:32:30.000000;38.20639;-7.967593;31;25;2;15
2019-03-09T11:32:30.000000;38.188408;-7.853137;42;44;3;19
2019-03-09T11:32:32.000000;38.222343;-8.6747875;30;27;3;8
2019-03-09T11:32:32.000000;38.20533;-8.562071;45;53;3;8
2019-03-09T11:32:32.000000;38.188187;-8.449213;47;53;3;8
2019-03-09T11:32:32.000000;38.170883;-8.336115;64;70;3;4
2019-03-09T11:32:32.000000;38.153435;-8.222815;26;23;2;6
2019-03-09T11:32:32.000000;38.135826;-8.109238;36;61;3;9
2019-03-09T11:32:32.000000;38.10009;-7.8809924;29;36;3;17
2019-03-09T11:32:33.000000;38.117104;-8.589746;14;8;3;20
2019-03-09T11:32:33.000000;38.09998;-8.477001;17;7;3;14
2019-03-09T11:32:33.000000;38.082703;-8.364031;18;8;2;8
2019-03-09T11:32:33.000000;38.065277;-8.250844;26;22;2;7
2019-03-09T11:32:33.000000;38.047695;-8.137416;29;31;2;11
2019-03-09T11:32:33.000000;38.02996;-8.02376;33;41;3;23
2019-03-09T11:32:33.000000;38.012012;-7.909505;41;49;3;22
2019-03-09T11:32:33.000000;37.993866;-7.7947087;35;28;3;17
2019-03-09T11:32:35.000000;38.028664;-8.616754;15;11;3;16
2019-03-09T11:32:35.000000;38.011562;-8.504159;16;8;3;12
2019-03-09T11:32:35.000000;37.994305;-8.391316;26;29;2;5
2019-03-09T11:32:35.000000;37.976906;-8.278303;20;15;2;7
2019-03-09T11:32:35.000000;37.959343;-8.164997;21;16;3;10
2019-03-09T11:32:35.000000;37.941612;-8.051332;26;26;3;13
2019-03-09T11:32:35.000000;37.923702;-7.9372954;16;8;3;18
2019-03-09T11:32:35.000000;37.90558;-7.822648;18;15;3;15
2019-03-09T11:32:36.000000;37.94046;-8.644307;18;11;3;15
2019-03-09T11:32:36.000000;37.923378;-8.531811;40;35;3;9
2019-03-09T11:32:36.000000;37.906143;-8.419111;29;27;3;6
2019-03-09T11:32:36.000000;37.888767;-8.306229;27;23;3;9
2019-03-09T11:32:36.000000;37.87123;-8.193069;37;39;3;14
2019-03-09T11:32:36.000000;37.85352;-8.0795355;17;11;3;18
2019-03-09T11:32:36.000000;37.835613;-7.9654875;19;14;3;15
2019-03-09T11:32:36.000000;37.81752;-7.8509645;22;14;3;13
2019-03-09T11:32:38.000000;37.851994;-8.671164;16;9;3;13
2019-03-09T11:32:38.000000;37.83493;-8.558813;35;39;3;9
2019-03-09T11:32:38.000000;37.817722;-8.44627;19;15;3;7
2019-03-09T11:32:38.000000;37.80037;-8.333538;18;8;2;12
2019-03-08T10:49:13.000000;39.502098;-8.252078;139;99;3;14
2019-03-08T10:49:13.000000;39.48203;-7.9076595;88;66;3;16
2019-03-08T10:49:14.000000;39.413097;-8.2655945;153;119;3;-9999
2019-03-08T10:49:14.000000;39.392902;-7.920106;76;78;3;25
2019-03-08T10:49:16.000000;39.304276;-7.9368095;82;64;3;17
2019-03-08T10:49:17.000000;39.23551;-8.293644;110;62;3;15
2019-03-08T10:49:17.000000;39.215324;-7.9503045;101;55;3;18
2019-03-08T10:49:19.000000;39.146988;-8.30835;155;108;3;-9999
2019-03-08T10:49:19.000000;39.126793;-7.9658756;145;112;3;16
2019-03-08T10:49:20.000000;39.057816;-8.32242;180;130;3;-9999
2019-03-08T10:49:20.000000;39.037563;-7.9798136;183;115;3;-9999
2019-03-30T11:50:33.000000;39.53934;-8.251566;124;44;3;21
2019-03-30T11:50:33.000000;39.508278;-8.09008;139;52;2;17
2019-03-30T11:50:34.000000;39.45212;-8.2844305;136;53;3;4
2019-03-30T11:50:34.000000;39.356853;-7.7929683;136;25;2;23
2019-03-30T11:50:36.000000;39.480904;-8.933134;110;50;3;21
2019-03-30T11:50:36.000000;39.453087;-8.783839;155;77;2;23
2019-03-30T11:50:36.000000;39.394974;-8.475438;110;49;3;1
2019-03-30T11:50:36.000000;39.365105;-8.318814;116;30;3;17
2019-03-30T11:50:36.000000;39.269703;-7.8263373;104;25;2;17
2019-03-30T11:50:37.000000;39.39368;-8.966441;138;80;2;19
2019-03-30T11:50:37.000000;39.278076;-8.352879;122;26;3;15
2019-03-30T11:50:37.000000;39.247272;-8.19249;152;34;2;18
2019-03-30T11:50:37.000000;39.21548;-8.028237;156;42;3;13
2019-03-30T11:50:37.000000;39.182854;-7.861082;123;21;3;15
2019-03-30T11:50:39.000000;39.306183;-8.998683;157;120;2;14
2019-03-30T11:50:39.000000;39.190773;-8.385921;125;27;3;11
2019-03-30T11:50:39.000000;39.16003;-8.22577;121;40;3;15
2019-03-30T11:50:39.000000;39.128357;-8.062086;118;37;3;15
2019-03-30T11:50:39.000000;39.095734;-7.894823;117;29;3;14
2019-03-30T11:50:40.000000;39.245995;-9.177927;155;109;2;7
2019-03-30T11:50:40.000000;39.219112;-9.032433;143;78;3;22
2019-03-30T11:50:40.000000;39.10382;-8.419916;173;48;2;12
2019-03-30T11:50:40.000000;39.073116;-8.259906;124;29;3;16
2019-03-30T11:50:40.000000;39.041435;-8.096073;129;23;3;12
2019-03-30T11:50:42.000000;39.158512;-9.210184;118;61;3;7
2019-03-30T11:50:42.000000;38.98578;-8.292467;117;26;3;5
2019-03-30T11:50:43.000000;38.89877;-8.326503;143;26;3;8
2019-03-30T11:50:45.000000;38.811687;-8.360402;144;22;3;15
2019-03-30T11:50:49.000000;38.486942;-8.132895;153;39;3;19
2019-03-30T11:50:49.000000;38.453766;-7.9635534;131;44;3;20
2019-03-30T11:50:49.000000;38.41954;-7.79026;106;50;3;21
2019-03-30T11:50:51.000000;38.39977;-8.166197;104;26;3;20
2019-03-30T11:50:51.000000;38.366615;-7.99687;108;51;3;19
2019-03-30T11:50:51.000000;38.33249;-7.8240137;77;20;3;23
2019-03-30T11:50:52.000000;38.375908;-8.526176;189;63;3;1
2019-03-30T11:50:52.000000;38.34481;-8.364735;157;45;2;9
2019-03-30T11:50:52.000000;38.312733;-8.199505;114;23;3;12
2019-03-30T11:50:52.000000;38.279747;-8.030941;92;19;3;19
2019-03-30T11:50:52.000000;38.245766;-7.858733;87;30;3;27
2019-03-30T11:50:53.000000;38.28874;-8.559554;112;48;3;9
2019-03-30T11:50:53.000000;38.257538;-8.397482;121;32;3;7
2019-03-30T11:50:53.000000;38.225475;-8.232235;99;18;3;7
2019-03-30T11:50:53.000000;38.19249;-8.063603;80;20;3;11
2019-03-30T11:50:53.000000;38.15851;-7.891303;89;29;3;16
2019-03-30T11:50:55.000000;38.20174;-8.59292;115;43;3;10
2019-03-30T11:50:55.000000;38.170593;-8.431015;144;47;3;8
2019-03-30T11:50:55.000000;38.138577;-8.265914;107;24;3;8
2019-03-30T11:50:55.000000;38.105637;-8.097404;124;46;3;11
2019-03-30T11:50:55.000000;38.071762;-7.925511;117;48;3;19
2019-03-30T11:50:56.000000;38.114563;-8.6264515;91;18;3;22
2019-03-30T11:50:56.000000;38.08338;-8.464305;108;34;2;13
2019-03-30T11:50:56.000000;38.051315;-8.298823;85;36;3;6
2019-03-30T11:50:56.000000;38.01849;-8.130846;80;35;3;13
2019-03-30T11:50:56.000000;37.984604;-7.958819;95;42;3;17
2019-03-30T11:50:58.000000;38.027542;-8.65956;118;39;3;22
2019-03-30T11:50:58.000000;37.964382;-8.332198;128;68;3;6
2019-03-30T11:50:58.000000;37.93156;-8.16412;114;48;3;10
2019-03-30T11:50:58.000000;37.89775;-7.992365;92;26;3;15
2019-03-30T11:50:58.000000;37.862724;-7.8158712;92;19;3;13
2019-03-30T11:50:59.000000;37.909065;-8.530054;109;37;3;10
2019-03-30T11:50:59.000000;37.87715;-8.365223;81;25;3;7
2019-03-30T11:50:59.000000;37.84456;-8.198264;101;46;3;21
2019-03-30T11:50:59.000000;37.810654;-8.025894;114;43;3;17
2019-03-30T11:51:01.000000;37.821987;-8.563124;112;28;3;8
2019-03-24T10:49:15.000000;39.546005;-8.252114;124;23;3;21
2019-03-24T10:49:15.000000;39.52598;-7.9075665;140;43;3;23
2019-03-24T10:49:16.000000;39.47762;-8.630878;131;36;3;10
2019-03-24T10:49:16.000000;39.45769;-8.26978;123;24;3;4
2019-03-24T10:49:16.000000;39.437428;-7.922281;123;20;3;25
2019-03-24T10:49:18.000000;39.388645;-8.644488;128;25;3;6
2019-03-24T10:49:18.000000;39.368523;-8.281113;101;15;3;16
2019-03-24T10:49:18.000000;39.348396;-7.9368496;113;16;3;21
2019-03-24T10:49:19.000000;39.300056;-8.659315;126;36;3;4
2019-03-24T10:49:19.000000;39.279865;-8.295898;104;18;3;17
2019-03-24T10:49:19.000000;39.259743;-7.952672;131;41;3;19
2019-03-24T10:49:21.000000;39.230843;-9.051083;130;24;3;13
2019-03-24T10:49:21.000000;39.21099;-8.672728;122;45;3;1
2019-03-24T10:49:21.000000;39.19078;-8.31005;111;12;3;12
2019-03-24T10:49:21.000000;39.170578;-7.9663186;146;40;3;19
2019-03-24T10:49:22.000000;39.14251;-9.065121;133;36;3;13
2019-03-24T10:49:22.000000;39.122597;-8.687078;117;39;3;1
2019-03-24T10:49:22.000000;39.102333;-8.324717;120;20;3;13
2019-03-24T10:49:22.000000;39.08212;-7.9820113;135;19;3;16
2019-03-24T10:49:24.000000;39.053497;-9.076458;139;44;3;18
2019-03-24T10:49:24.000000;39.03358;-8.699729;122;33;3;3
2019-03-24T10:49:24.000000;39.013386;-8.33952;120;21;3;5
2019-03-24T10:49:24.000000;38.993122;-7.9968996;121;16;3;11
2019-03-24T10:49:25.000000;38.964973;-9.08909;132;50;3;26
2019-03-24T10:49:25.000000;38.945087;-8.71432;120;44;3;2
2019-03-24T10:49:25.000000;38.924824;-8.354187;111;16;3;7
2019-03-24T10:49:25.000000;38.90449;-8.011423;110;16;3;15
2019-03-24T10:49:27.000000;38.876297;-9.10395;139;49;3;12
2019-03-24T10:49:27.000000;38.85624;-8.727068;103;39;3;2
2019-03-24T10:49:27.000000;38.83588;-8.366442;100;13;3;13
2019-03-24T10:49:27.000000;38.81554;-8.024683;95;14;3;19
2019-03-24T10:49:28.000000;38.787712;-9.119104;174;63;2;6
2019-03-24T10:49:28.000000;38.767513;-8.74098;87;27;3;4
2019-03-24T10:49:28.000000;38.747143;-8.381283;101;19;3;12
2019-03-24T10:49:28.000000;38.72665;-8.037987;107;27;3;29
2019-03-24T10:49:30.000000;38.67852;-8.754199;101;32;3;3
2019-03-24T10:49:30.000000;38.658073;-8.39427;104;24;3;15
2019-03-24T10:49:30.000000;38.637573;-8.051727;112;29;3;31
2019-03-24T10:49:31.000000;38.590027;-8.7686205;106;56;3;3
2019-03-24T10:49:31.000000;38.56953;-8.408977;103;15;3;15
2019-03-24T10:49:31.000000;38.54898;-8.06669;117;35;3;32
2019-03-24T10:49:33.000000;38.48054;-8.423113;104;18;3;11
2019-03-24T10:49:33.000000;38.460068;-8.082909;121;37;3;18
2019-03-24T10:49:34.000000;38.39191;-8.43964;115;34;3;3
2019-03-24T10:49:34.000000;38.371323;-8.09849;108;15;3;18
2019-03-24T10:49:36.000000;38.302986;-8.45269;100;20;3;3
2019-03-24T10:49:36.000000;38.282394;-8.112532;118;41;3;15
2019-03-24T10:49:37.000000;38.21437;-8.46677;117;37;3;8
2019-03-24T10:49:37.000000;38.193855;-8.128845;128;44;3;9
2019-03-24T10:49:37.000000;38.173332;-7.805973;139;33;3;16
2019-03-24T10:49:38.000000;38.125305;-8.48032;136;43;3;7
2019-03-24T10:49:38.000000;38.104755;-8.142695;125;25;3;9
2019-03-24T10:49:38.000000;38.084213;-7.8203483;130;33;3;17
2019-03-24T10:49:40.000000;38.036606;-8.494573;137;33;2;12
2019-03-24T10:49:40.000000;38.016045;-8.157736;127;27;3;11
2019-03-24T10:49:40.000000;37.995445;-7.8353667;137;40;3;21
2019-03-24T10:49:41.000000;37.947647;-8.508532;133;33;3;10
2019-03-24T10:49:41.000000;37.92705;-8.172114;121;27;3;9
2019-03-24T10:49:41.000000;37.906464;-7.850732;119;28;3;16
2019-03-24T10:49:43.000000;37.859055;-8.523353;123;21;3;9
2019-03-24T10:49:43.000000;37.838295;-8.185247;125;25;3;21
2019-03-24T10:49:43.000000;37.81783;-7.8666625;139;29;3;13
2019-03-27T11:20:10.000000;38.909412;-9.274369;86;59;3;27
2019-03-27T11:20:10.000000;38.84521;-8.73415;110;36;3;2
2019-03-27T11:20:10.000000;38.82922;-8.602953;90;34;3;8
2019-03-27T11:20:10.000000;38.81329;-8.473509;104;30;3;9
2019-03-27T11:20:10.000000;38.797367;-8.345381;99;33;3;15
2019-03-27T11:20:10.000000;38.781494;-8.218807;95;29;3;18
2019-03-27T11:20:10.000000;38.76564;-8.093522;89;34;3;22
2019-03-27T11:20:10.000000;38.749817;-7.9695616;81;43;3;24
2019-03-27T11:20:10.000000;38.73397;-7.846596;61;30;3;31
2019-03-27T11:20:12.000000;38.820698;-9.297752;116;65;3;20
2019-03-27T11:20:12.000000;38.756496;-8.757774;124;41;3;4
2019-03-27T11:20:12.000000;38.740536;-8.626882;124;54;3;7
2019-03-27T11:20:12.000000;38.724625;-8.497641;116;34;3;7
2019-03-27T11:20:12.000000;38.708736;-8.369812;118;36;3;10
2019-03-27T11:20:12.000000;38.692852;-8.243183;119;47;3;18
2019-03-27T11:20:12.000000;38.676983;-8.117847;118;47;3;28
2019-03-27T11:20:12.000000;38.661156;-7.993941;101;32;3;32
2019-03-27T11:20:12.000000;38.645393;-7.871547;84;42;3;26
2019-03-27T11:20:13.000000;38.667625;-8.7809725;84;58;3;2
2019-03-27T11:20:13.000000;38.65167;-8.650173;106;75;2;6
2019-03-27T11:20:13.000000;38.63576;-8.521024;114;35;3;9
2019-03-27T11:20:13.000000;38.619865;-8.39319;110;30;3;16
2019-03-27T11:20:13.000000;38.603973;-8.266605;102;32;3;27
2019-03-27T11:20:13.000000;38.588142;-8.141599;95;31;3;33
2019-03-27T11:20:13.000000;38.57238;-8.01821;86;34;3;27
2019-03-27T11:20:13.000000;38.556618;-7.8958764;92;76;3;24
2019-03-27T11:20:14.000000;38.547054;-8.54502;104;38;3;8
2019-03-27T11:20:14.000000;38.53119;-8.417459;114;28;3;12
2019-03-27T11:20:14.000000;38.51535;-8.291279;121;21;3;17
2019-03-27T11:20:14.000000;38.499546;-8.166509;147;32;3;19
2019-03-27T11:20:14.000000;38.483776;-8.043062;119;34;3;19
2019-03-27T11:20:14.000000;38.468;-7.9206734;87;32;3;21
2019-03-27T11:20:14.000000;38.452236;-7.7994347;94;42;3;22
2019-03-27T11:20:16.000000;38.44234;-8.441107;120;35;3;6
2019-03-27T11:20:16.000000;38.426533;-8.315232;123;33;3;6
2019-03-27T11:20:16.000000;38.410698;-8.190259;122;33;3;18
2019-03-27T11:20:16.000000;38.394936;-8.066959;132;25;3;18
2019-03-27T11:20:16.000000;38.37917;-7.944663;95;36;3;22
2019-03-27T11:20:16.000000;38.3634;-7.8234324;94;35;3;28
2019-03-27T11:20:17.000000;38.353687;-8.465212;112;51;3;5
2019-03-27T11:20:17.000000;38.337883;-8.339415;111;28;3;8
2019-03-27T11:20:17.000000;38.32209;-8.214824;130;33;3;13
2019-03-27T11:20:17.000000;38.306324;-8.091536;123;26;3;16
2019-03-27T11:20:17.000000;38.290558;-7.969285;100;41;3;23
2019-03-27T11:20:17.000000;38.274826;-7.848349;113;31;3;23
2019-03-27T11:20:19.000000;38.26484;-8.488612;86;43;3;5
2019-03-27T11:20:19.000000;38.249073;-8.363115;84;40;3;3
2019-03-27T11:20:19.000000;38.233295;-8.238694;103;37;3;8
2019-03-27T11:20:19.000000;38.217552;-8.115609;121;27;3;10
2019-03-27T11:20:19.000000;38.201813;-7.993605;128;40;3;14
2019-03-27T11:20:19.000000;38.186077;-7.8726807;168;60;3;19
2019-03-27T11:20:20.000000;38.191868;-8.638792;69;46;3;18
2019-03-27T11:20:20.000000;38.176132;-8.512437;95;60;3;8
2019-03-27T11:20:20.000000;38.160378;-8.387089;126;65;3;7
2019-03-27T11:20:20.000000;38.14463;-8.262943;110;44;3;8
2019-03-27T11:20:20.000000;38.12891;-8.1400585;131;59;3;9
2019-03-27T11:20:20.000000;38.113186;-8.018206;126;55;3;13
2019-03-27T11:20:20.000000;38.09747;-7.897455;121;52;3;17
