TAI Time at Start of Scan replicated across the swath (Time UTC+0);Geodetic Latitude (Degrees_north);Geodetic Longitude (Degrees_east);Deep Blue AOT at 0.55 micron for land with higher quality data (Quality flag=2,3) (None);Standard deviation of Deep Blue AOT at 0.55 micron for land with  all quality data (Quality flag=1,2,3) (None);Deep Blue Aerosol Confidence Flag (0= No Confidence (or fill),  1= Marginal, 2= Good, 3= Very Good) (None);Averaged topographic altitude (in km) for Land (KM)
2019-02-25T11:07:36.000000;39.237206;-8.729572;140;52;3;3
2019-02-25T11:07:36.000000;39.21923;-8.537778;113;45;3;7
2019-02-25T11:07:36.000000;39.201405;-8.350946;135;15;3;12
2019-02-25T11:07:36.000000;39.183727;-8.168821;138;24;3;16
2019-02-25T11:07:36.000000;39.166187;-7.991095;135;22;3;21
2019-02-25T11:07:36.000000;39.148872;-7.8183413;129;22;3;16
2019-02-25T11:07:37.000000;39.184322;-9.145803;110;27;3;12
2019-02-25T11:07:37.000000;39.16613;-8.944376;129;40;3;6
2019-02-25T11:07:37.000000;39.1481;-8.7485895;125;42;3;1
2019-02-25T11:07:37.000000;39.130123;-8.556941;104;33;3;7
2019-02-25T11:07:37.000000;39.112305;-8.370361;122;16;3;11
2019-02-25T11:07:37.000000;39.094658;-8.188729;123;25;3;13
2019-02-25T11:07:37.000000;39.07715;-8.011449;119;18;3;16
2019-02-25T11:07:37.000000;39.05981;-7.8386364;115;28;3;15
2019-02-25T11:07:39.000000;39.095406;-9.164415;122;37;3;20
2019-02-25T11:07:39.000000;39.077335;-8.96456;131;46;3;2
2019-02-25T11:07:39.000000;39.05927;-8.768629;130;39;3;0
2019-02-25T11:07:39.000000;39.04127;-8.577005;124;23;3;8
2019-02-25T11:07:39.000000;39.02349;-8.391069;134;24;3;8
2019-02-25T11:07:39.000000;39.005848;-8.209612;127;35;3;10
2019-02-25T11:07:39.000000;38.988342;-8.0325165;129;25;3;13
2019-02-25T11:07:39.000000;38.970917;-7.8590446;123;27;3;22
2019-02-25T11:07:40.000000;39.00626;-9.182874;102;25;3;19
2019-02-25T11:07:40.000000;38.988136;-8.9826565;114;54;3;7
2019-02-25T11:07:40.000000;38.970123;-8.787495;126;50;3;0
2019-02-25T11:07:40.000000;38.952164;-8.596481;115;30;3;5
2019-02-25T11:07:40.000000;38.934387;-8.410709;115;33;3;6
2019-02-25T11:07:40.000000;38.916714;-8.2291355;116;26;3;12
2019-02-25T11:07:40.000000;38.89922;-8.0523205;120;22;3;14
2019-02-25T11:07:40.000000;38.881836;-7.8794365;113;23;3;19
2019-02-25T11:07:42.000000;38.917305;-9.201928;116;39;3;22
2019-02-25T11:07:42.000000;38.899284;-9.003029;140;70;3;0
2019-02-25T11:07:42.000000;38.881184;-8.807142;124;55;3;2
2019-02-25T11:07:42.000000;38.86322;-8.616308;125;20;3;7
2019-02-25T11:07:42.000000;38.845444;-8.430705;127;19;3;9
2019-02-25T11:07:42.000000;38.827805;-8.2497;136;22;3;11
2019-02-25T11:07:42.000000;38.81025;-8.07244;123;27;3;21
2019-02-25T11:07:42.000000;38.792892;-7.899916;124;28;3;24
2019-02-25T11:07:43.000000;38.828247;-9.22002;107;56;3;23
2019-02-25T11:07:43.000000;38.79213;-8.825836;90;33;3;3
2019-02-25T11:07:43.000000;38.774204;-8.635592;107;23;3;5
2019-02-25T11:07:43.000000;38.756386;-8.449798;113;19;3;11
2019-02-25T11:07:43.000000;38.73872;-8.268707;125;18;3;17
2019-02-25T11:07:43.000000;38.72116;-8.091631;128;22;3;28
2019-02-25T11:07:43.000000;38.70385;-7.919747;108;33;3;26
2019-02-25T11:07:45.000000;38.703194;-8.845956;101;48;3;1
2019-02-25T11:07:45.000000;38.685234;-8.655553;111;31;3;6
2019-02-25T11:07:45.000000;38.66742;-8.469979;110;28;3;13
2019-02-25T11:07:45.000000;38.649754;-8.289082;123;27;3;19
2019-02-25T11:07:45.000000;38.63223;-8.112455;125;34;3;27
2019-02-25T11:07:45.000000;38.614895;-7.9404793;120;46;3;29
2019-02-25T11:07:46.000000;38.61413;-8.864634;85;42;3;3
2019-02-25T11:07:46.000000;38.596222;-8.675013;82;29;3;3
2019-02-25T11:07:46.000000;38.578434;-8.489925;96;18;3;7
2019-02-25T11:07:46.000000;38.5607;-8.308512;120;23;3;21
2019-02-25T11:07:46.000000;38.543144;-8.131781;118;34;3;33
2019-02-25T11:07:46.000000;38.525925;-7.9610434;125;49;3;23
2019-02-25T11:07:46.000000;38.50875;-7.7933598;118;36;3;22
2019-02-25T11:07:48.000000;38.48956;-8.509896;104;23;3;9
2019-02-25T11:07:48.000000;38.471924;-8.329636;122;23;3;13
2019-02-25T11:07:48.000000;38.454433;-8.153741;122;23;3;17
2019-02-25T11:07:48.000000;38.437088;-7.981988;112;16;3;20
2019-02-25T11:07:48.000000;38.4199;-7.8142476;117;29;3;22
2019-02-25T11:07:49.000000;38.40049;-8.529801;115;45;3;2
2019-02-25T11:07:49.000000;38.382828;-8.349437;110;19;3;10
2019-02-25T11:07:49.000000;38.36529;-8.17326;104;19;3;20
2019-02-25T11:07:49.000000;38.347984;-8.001997;106;25;3;21
2019-02-25T11:07:49.000000;38.33081;-7.8346043;115;28;3;22
2019-02-25T11:07:51.000000;38.311592;-8.549536;105;31;2;8
2019-02-25T11:07:51.000000;38.294006;-8.370111;110;21;3;7
2019-02-25T11:07:51.000000;38.27654;-8.194771;113;22;3;10
2019-02-25T11:07:51.000000;38.25914;-8.022796;112;28;3;21
2019-02-25T11:07:51.000000;38.241917;-7.855054;124;36;3;28
2019-02-25T11:07:52.000000;38.222507;-8.56868;96;39;3;8
2019-02-25T11:07:52.000000;38.204918;-8.389444;115;32;3;9
2019-02-25T11:07:52.000000;38.187504;-8.21479;95;20;3;6
2019-02-25T11:07:52.000000;38.170155;-8.043495;89;23;3;12
2019-02-25T11:07:52.000000;38.152966;-7.876238;109;32;3;15
2019-02-25T11:07:53.000000;38.133484;-8.587877;86;29;3;19
2019-02-25T11:07:53.000000;38.11602;-8.410086;94;19;3;5
2019-02-25T11:07:53.000000;38.09857;-8.235277;91;20;3;7
2019-02-25T11:07:53.000000;38.081215;-8.063996;118;49;3;15
2019-02-25T11:07:53.000000;38.06403;-7.8969293;116;59;3;18
2019-02-25T11:07:55.000000;38.044376;-8.607296;73;18;3;16
2019-02-25T11:07:55.000000;38.026882;-8.429368;80;23;3;7
2019-02-25T11:07:55.000000;38.009445;-8.254821;85;38;3;8
2019-02-25T11:07:55.000000;37.99209;-8.083733;83;25;3;17
2019-02-25T11:07:55.000000;37.97493;-7.9170713;102;68;3;18
2019-02-25T11:07:56.000000;37.955513;-8.627752;66;18;3;13
2019-02-25T11:07:56.000000;37.937984;-8.449657;72;20;3;8
2019-02-25T11:07:56.000000;37.92055;-8.275344;82;30;3;9
2019-02-25T11:07:56.000000;37.903217;-8.104616;84;45;3;15
2019-02-25T11:07:56.000000;37.886078;-7.938261;77;25;3;15
2019-02-25T11:07:58.000000;37.848927;-8.4691925;68;16;3;7
2019-02-25T11:07:58.000000;37.831444;-8.294556;67;17;3;14
2019-02-25T11:07:58.000000;37.81413;-8.124224;64;26;3;19
2019-02-25T11:07:58.000000;37.79701;-7.9581785;74;18;3;18
2019-02-21T11:32:05.000000;39.45484;-8.972527;359;39;3;-9999
2019-02-21T11:32:05.000000;39.3365;-8.171354;437;34;3;16
2019-02-21T11:32:06.000000;39.383034;-9.114766;378;36;3;-9999
2019-02-21T11:32:06.000000;39.366547;-8.999916;391;50;3;-9999
2019-02-21T11:32:06.000000;39.24835;-8.199746;429;47;3;18
2019-02-21T11:32:06.000000;39.230957;-8.085293;451;48;3;17
2019-02-21T11:32:08.000000;39.294487;-9.141313;383;26;3;7
2019-02-21T11:32:08.000000;39.278023;-9.026607;423;47;3;-9999
2019-02-21T11:32:08.000000;39.142593;-8.113004;390;44;3;9
2019-02-21T11:32:09.000000;39.206135;-9.168317;354;39;3;-9999
2019-02-21T11:32:09.000000;39.189655;-9.053589;396;83;3;-9999
2019-02-21T11:32:09.000000;39.036964;-8.027051;362;19;3;15
2019-02-21T11:32:10.000000;39.1176;-9.1948395;381;66;3;-9999
2019-02-21T11:32:10.000000;39.101185;-9.080475;407;67;3;-9999
2019-02-21T11:32:10.000000;39.084682;-8.96634;456;69;3;-9999
2019-02-21T11:32:10.000000;38.94861;-8.054827;365;27;3;8
2019-02-21T11:32:12.000000;39.029205;-9.221569;431;31;3;-9999
2019-02-21T11:32:12.000000;39.012802;-9.1073265;435;72;3;-9999
2019-02-21T11:32:12.000000;38.996338;-8.993395;448;51;3;-9999
2019-02-21T11:32:12.000000;38.979763;-8.87958;388;46;3;-9999
2019-02-21T11:32:12.000000;38.860466;-8.083159;408;25;3;13
2019-02-21T11:32:12.000000;38.842865;-7.9688478;404;36;3;17
2019-02-21T11:32:13.000000;38.940636;-9.248059;404;45;3;-9999
2019-02-21T11:32:13.000000;38.924263;-9.134026;387;59;3;-9999
2019-02-21T11:32:13.000000;38.907814;-9.02022;460;125;2;-9999
2019-02-21T11:32:13.000000;38.89125;-8.906495;403;88;3;-9999
2019-02-21T11:32:13.000000;38.789524;-8.224999;433;24;3;17
2019-02-21T11:32:13.000000;38.772106;-8.111083;443;33;2;21
2019-02-21T11:32:13.000000;38.75453;-7.9969463;393;44;3;-9999
2019-02-21T11:32:15.000000;38.852257;-9.2748375;437;54;3;-9999
2019-02-21T11:32:15.000000;38.835922;-9.160999;457;79;3;-9999
2019-02-21T11:32:15.000000;38.80293;-8.93365;244;86;2;-9999
2019-02-21T11:32:15.000000;38.786285;-8.820185;347;45;3;3
2019-02-21T11:32:15.000000;38.70134;-8.253049;458;32;3;-9999
2019-02-21T11:32:15.000000;38.683952;-8.139328;448;50;3;-9999
2019-02-21T11:32:15.000000;38.666405;-8.025323;452;40;2;-9999
2019-02-21T11:32:16.000000;38.763702;-9.301207;450;61;2;-9999
2019-02-21T11:32:16.000000;38.747368;-9.187405;453;62;3;-9999
2019-02-21T11:32:16.000000;38.71442;-8.960363;363;89;2;-9999
2019-02-21T11:32:16.000000;38.6978;-8.8470335;354;70;3;1
2019-02-21T11:32:16.000000;38.68107;-8.733781;439;45;3;-9999
2019-02-21T11:32:16.000000;38.66423;-8.6205635;423;63;3;-9999
2019-02-21T11:32:16.000000;38.595596;-8.167032;414;30;3;-9999
2019-02-21T11:32:16.000000;38.578064;-8.053139;455;33;3;33
2019-02-21T11:32:18.000000;38.626144;-8.9876;375;93;3;-9999
2019-02-21T11:32:18.000000;38.609547;-8.874426;407;56;3;3
2019-03-17T12:21:21.000000;37.971138;-8.032393;67;31;3;15
2019-03-17T12:21:23.000000;37.887608;-8.07617;53;33;3;15
2019-03-18T11:26:03.000000;39.550682;-7.7990155;53;27;3;14
2019-03-18T11:26:05.000000;39.55911;-8.529142;64;33;3;11
2019-03-18T11:26:05.000000;39.54307;-8.410429;68;39;3;7
2019-03-18T11:26:05.000000;39.52694;-8.292029;54;43;3;22
2019-03-18T11:26:05.000000;39.51084;-8.174749;63;46;3;11
2019-03-18T11:26:05.000000;39.494667;-8.057852;57;31;3;11
2019-03-18T11:26:05.000000;39.478424;-7.9413633;43;27;3;17
2019-03-18T11:26:05.000000;39.462124;-7.825361;34;23;3;24
2019-03-18T11:26:06.000000;39.518593;-8.9158;68;46;3;17
2019-03-18T11:26:06.000000;39.502514;-8.793924;70;59;3;46
2019-03-18T11:26:06.000000;39.486633;-8.674453;80;64;3;17
2019-03-18T11:26:06.000000;39.470657;-8.555225;105;71;3;8
2019-03-18T11:26:06.000000;39.454636;-8.436668;106;79;3;2
2019-03-18T11:26:06.000000;39.43853;-8.318482;58;49;3;12
2019-03-18T11:26:06.000000;39.42243;-8.201176;50;50;3;9
2019-03-18T11:26:06.000000;39.406246;-8.084297;32;18;3;16
2019-03-18T11:26:06.000000;39.390015;-7.9679213;35;21;3;24
2019-03-18T11:26:06.000000;39.37375;-7.8521624;32;24;3;22
2019-03-18T11:26:08.000000;39.429794;-8.940388;72;67;3;27
2019-03-18T11:26:08.000000;39.413918;-8.819942;94;63;3;9
2019-03-18T11:26:08.000000;39.397953;-8.699892;59;43;3;7
2019-03-18T11:26:08.000000;39.381973;-8.580689;57;39;3;4
2019-03-18T11:26:08.000000;39.365944;-8.4621105;80;59;3;7
2019-03-18T11:26:08.000000;39.34986;-8.344098;47;27;3;16
2019-03-18T11:26:08.000000;39.333763;-8.22688;27;20;3;19
2019-03-18T11:26:08.000000;39.31763;-8.110309;31;23;3;17
2019-03-18T11:26:08.000000;39.301437;-7.994197;46;51;3;18
2019-03-18T11:26:08.000000;39.28518;-7.8785124;28;21;3;22
2019-03-18T11:26:09.000000;39.357258;-9.08813;74;55;3;6
2019-03-18T11:26:09.000000;39.34131;-8.966185;110;78;3;13
2019-03-18T11:26:09.000000;39.325394;-8.845549;142;61;3;6
2019-03-18T11:26:09.000000;39.309433;-8.725545;94;49;3;9
2019-03-18T11:26:09.000000;39.29348;-8.606591;88;64;3;1
2019-03-18T11:26:09.000000;39.27745;-8.488015;42;41;3;10
2019-03-18T11:26:09.000000;39.261402;-8.370266;50;27;3;14
2019-03-18T11:26:09.000000;39.24533;-8.253226;42;27;3;14
2019-03-18T11:26:09.000000;39.229202;-8.136728;55;35;3;15
2019-03-18T11:26:09.000000;39.21303;-8.020773;48;39;3;15
2019-03-18T11:26:09.000000;39.196793;-7.9052057;32;25;3;20
2019-03-18T11:26:09.000000;39.1805;-7.7901344;32;20;3;16
2019-03-18T11:26:11.000000;39.26856;-9.112896;73;46;3;6
2019-03-18T11:26:11.000000;39.252625;-8.991102;124;83;3;13
2019-03-18T11:26:11.000000;39.236713;-8.870529;116;72;3;9
2019-03-18T11:26:11.000000;39.22078;-8.750799;68;76;3;7
2019-03-18T11:26:11.000000;39.20484;-8.631944;65;60;3;1
2019-03-18T11:26:11.000000;39.188828;-8.513527;56;42;3;10
2019-03-18T11:26:11.000000;39.172806;-8.39597;49;28;3;11
2019-03-18T11:26:11.000000;39.156734;-8.2789955;33;26;3;15
2019-03-18T11:26:11.000000;39.14063;-8.162665;41;30;3;15
2019-03-18T11:26:11.000000;39.12447;-8.0468445;34;27;3;16
2019-03-18T11:26:11.000000;39.108253;-7.9314775;29;16;3;17
2019-03-18T11:26:11.000000;39.091976;-7.816516;38;21;3;17
2019-03-18T11:26:12.000000;39.179977;-9.137838;50;40;3;12
2019-03-18T11:26:12.000000;39.164085;-9.016429;67;53;3;10
2019-03-18T11:26:12.000000;39.148193;-8.895999;81;62;3;7
2019-03-18T11:26:12.000000;39.13229;-8.776477;77;65;3;1
2019-03-18T11:26:12.000000;39.116344;-8.657632;103;76;2;1
2019-03-18T11:26:12.000000;39.10035;-8.539384;81;51;3;9
2019-03-18T11:26:12.000000;39.084343;-8.4219475;42;35;3;11
2019-03-18T11:26:12.000000;39.06829;-8.305166;36;23;3;13
2019-03-18T11:26:12.000000;39.052216;-8.189038;28;21;3;9
2019-03-18T11:26:12.000000;39.036068;-8.0733185;36;24;3;12
2019-03-18T11:26:12.000000;39.019867;-7.9580626;33;28;3;15
2019-03-18T11:26:12.000000;39.003597;-7.843191;38;41;3;20
2019-03-18T11:26:14.000000;39.091156;-9.162348;53;30;3;18
2019-03-18T11:26:14.000000;39.075314;-9.041294;75;60;3;10
2019-03-18T11:26:14.000000;39.05944;-8.921031;47;60;2;6
2019-03-18T11:26:14.000000;39.04356;-8.801683;95;76;3;0
2019-03-18T11:26:14.000000;39.027622;-8.682905;82;61;3;4
2019-03-18T11:26:14.000000;39.01166;-8.564903;55;53;3;7
2019-03-18T11:26:14.000000;38.99569;-8.447741;35;27;3;2
2019-03-18T11:26:14.000000;38.97965;-8.331002;43;42;3;9
2019-03-18T11:26:14.000000;38.963585;-8.21497;26;24;3;7
2019-03-18T11:26:14.000000;38.947456;-8.099383;24;25;3;10
2019-03-18T11:26:14.000000;38.93128;-7.9842653;19;14;3;11
2019-03-18T11:26:14.000000;38.915024;-7.8694906;20;17;3;19
2019-03-18T11:26:15.000000;39.002605;-9.187292;66;42;3;18
2019-03-18T11:26:15.000000;38.98678;-9.066405;97;64;3;9
2019-03-18T11:26:15.000000;38.970936;-8.946423;82;64;3;0
2019-03-18T11:26:15.000000;38.955044;-8.82704;98;84;3;1
2019-03-18T11:26:15.000000;38.939125;-8.708453;46;43;3;3
2019-03-18T11:26:15.000000;38.92319;-8.590687;47;44;3;2
2019-03-18T11:26:15.000000;38.90722;-8.473549;34;32;3;5
2019-03-18T11:26:15.000000;38.891193;-8.356982;31;23;3;11
2019-03-18T11:26:15.000000;38.875145;-8.241079;21;17;3;11
2019-03-18T11:26:15.000000;38.859035;-8.125653;24;23;3;14
2019-03-18T11:26:15.000000;38.842873;-8.010682;23;19;3;17
2019-03-18T11:26:15.000000;38.826637;-7.896094;25;26;3;22
2019-03-18T11:26:17.000000;38.91382;-9.211741;75;63;3;23
2019-03-18T11:26:17.000000;38.850437;-8.733719;47;40;3;2
2019-03-18T11:26:17.000000;38.834503;-8.615952;29;25;3;8
2019-03-18T11:26:17.000000;38.818554;-8.498995;26;20;3;8
2019-03-18T11:26:17.000000;38.80255;-8.382584;28;23;3;13
2019-03-18T11:26:17.000000;38.78651;-8.266782;19;13;3;16
2019-03-18T11:26:17.000000;38.77041;-8.151415;21;18;3;24
2019-03-18T11:26:17.000000;38.754265;-8.036577;24;25;3;28
2019-03-18T11:26:17.000000;38.738068;-7.922224;23;26;3;24
2019-03-18T11:26:17.000000;38.721786;-7.8081164;24;34;3;31
2019-03-18T11:26:18.000000;38.825226;-9.236686;73;56;3;27
2019-03-18T11:26:18.000000;38.7619;-8.759217;37;32;3;4
2019-03-18T11:26:18.000000;38.74599;-8.641651;43;44;3;7
2019-03-18T11:26:18.000000;38.730057;-8.524833;27;26;3;7
2019-03-18T11:26:18.000000;38.71408;-8.408608;32;40;3;8
2019-03-18T11:26:18.000000;38.69804;-8.292851;21;19;3;17
2019-03-18T11:26:18.000000;38.68196;-8.177672;49;61;3;24
2019-03-18T11:26:18.000000;38.665833;-8.062992;27;23;3;28
2019-03-18T11:26:18.000000;38.649647;-7.948735;23;24;3;30
2019-03-18T11:26:18.000000;38.6334;-7.8348804;22;16;3;25
2019-03-18T11:26:20.000000;38.641376;-8.550188;30;32;3;8
2019-03-18T11:26:20.000000;38.625416;-8.4340925;22;19;3;12
2019-03-18T11:26:20.000000;38.60939;-8.318457;17;10;3;23
2019-03-18T11:26:20.000000;38.593334;-8.203429;21;15;3;29
2019-03-18T11:26:20.000000;38.577225;-8.088912;19;11;3;32
2019-03-18T11:26:20.000000;38.561073;-7.9748955;24;18;3;24
2019-03-18T11:26:20.000000;38.544838;-7.861118;31;40;3;25
2019-03-18T11:26:21.000000;38.55288;-8.575932;26;26;3;8
2019-03-18T11:26:21.000000;38.53695;-8.460049;25;18;3;6
2019-03-18T11:26:21.000000;38.52093;-8.344499;22;24;3;20
2019-03-18T11:26:21.000000;38.50491;-8.2297125;27;21;3;16
2019-03-18T11:26:21.000000;38.488815;-8.115295;34;22;3;19
2019-03-18T11:26:21.000000;38.472664;-8.001307;29;18;3;19
2019-03-18T11:26:21.000000;38.45644;-7.8876348;18;10;3;22
2019-03-18T11:26:22.000000;38.448303;-8.485465;31;29;3;7
2019-03-18T11:26:22.000000;38.43234;-8.370266;24;19;3;6
2019-03-18T11:26:22.000000;38.416306;-8.255473;19;17;3;13
2019-03-18T11:26:22.000000;38.400223;-8.141142;20;23;3;19
2019-03-18T11:26:22.000000;38.384098;-8.027308;26;21;3;17
2019-03-18T11:26:22.000000;38.367874;-7.9136896;18;11;3;31
2019-03-18T11:26:22.000000;38.35161;-7.800498;29;20;3;28
2019-03-18T11:26:24.000000;38.359833;-8.511356;65;61;2;2
2019-03-18T11:26:24.000000;38.343872;-8.396206;21;15;3;8
2019-03-18T11:26:24.000000;38.32788;-8.281681;23;17;3;5
2019-03-18T11:26:24.000000;38.31181;-8.167454;20;16;3;15
2019-03-18T11:26:24.000000;38.295692;-8.053729;20;16;3;17
2019-03-18T11:26:24.000000;38.27951;-7.940337;20;18;3;19
2019-03-18T11:26:24.000000;38.26324;-7.827195;24;21;3;27
2019-03-18T11:26:25.000000;38.27114;-8.536632;47;38;2;8
2019-03-18T11:26:25.000000;38.25521;-8.421711;34;32;3;7
2019-03-18T11:26:25.000000;38.239235;-8.307305;22;16;3;5
2019-03-18T11:26:25.000000;38.223194;-8.193274;21;17;3;9
2019-03-18T11:26:25.000000;38.207092;-8.079653;16;8;3;11
2019-03-18T11:26:25.000000;38.190918;-7.966362;35;36;3;15
2019-03-18T11:26:25.000000;38.174675;-7.8533754;47;44;3;18
2019-03-18T11:26:27.000000;38.1985;-8.677591;31;22;3;11
2019-03-18T11:26:27.000000;38.18264;-8.562288;42;51;3;9
2019-03-18T11:26:27.000000;38.166733;-8.447532;49;54;3;7
2019-03-18T11:26:27.000000;38.150776;-8.333278;41;58;3;4
2019-03-18T11:26:27.000000;38.13475;-8.219391;28;25;3;7
2019-03-18T11:26:27.000000;38.118668;-8.105913;40;56;3;9
2019-03-18T11:26:27.000000;38.102512;-7.9927635;29;32;3;14
2019-03-18T11:26:27.000000;38.08629;-7.879923;37;40;3;17
2019-03-18T11:26:28.000000;38.093918;-8.587278;16;11;3;23
2019-03-18T11:26:28.000000;38.078045;-8.472799;19;10;3;13
2019-03-18T11:26:28.000000;38.06211;-8.358736;17;10;3;7
2019-03-18T11:26:28.000000;38.04612;-8.245045;24;19;3;7
2019-03-18T11:26:28.000000;38.030052;-8.131694;28;30;3;11
2019-03-18T11:26:28.000000;38.013912;-8.018663;30;26;3;19
2019-03-18T11:26:28.000000;37.997707;-7.9059668;47;37;3;22
2019-03-18T11:26:28.000000;37.981426;-7.7935305;36;26;3;18
2019-03-18T11:26:30.000000;38.005455;-8.613133;21;15;3;15
2019-03-18T11:26:30.000000;37.98959;-8.498711;22;19;3;10
2019-03-18T11:26:30.000000;37.97367;-8.384751;25;27;3;5
2019-03-18T11:26:30.000000;37.95768;-8.2711525;22;16;3;6
2019-03-18T11:26:30.000000;37.94163;-8.157929;24;24;3;9
2019-03-18T11:26:30.000000;37.92551;-8.045044;25;24;3;14
2019-03-18T11:26:30.000000;37.90932;-7.932461;18;7;3;17
2019-03-18T11:26:30.000000;37.89306;-7.820147;17;15;3;14
2019-03-18T11:26:31.000000;37.916744;-8.638241;17;13;3;13
2019-03-18T11:26:31.000000;37.90089;-8.52392;42;42;3;10
2019-03-18T11:26:31.000000;37.884987;-8.410072;26;18;3;7
2019-03-18T11:26:31.000000;37.86901;-8.296596;27;20;3;11
2019-03-18T11:26:31.000000;37.852974;-8.183456;31;38;3;21
2019-03-18T11:26:31.000000;37.836884;-8.070782;18;13;3;18
2019-03-18T11:26:31.000000;37.82072;-7.958371;20;14;3;16
2019-03-18T11:26:31.000000;37.804474;-7.846185;18;12;3;13
2019-03-18T11:26:33.000000;37.828236;-8.663858;20;16;3;12
2019-03-18T11:26:33.000000;37.8124;-8.549686;23;15;3;8
2019-03-18T11:26:33.000000;37.79651;-8.435949;18;13;3;8
2019-03-03T12:09:06.000000;38.033154;-7.9899683;52;33;3;20
2019-03-03T12:09:07.000000;37.947388;-8.02733;42;27;3;14
2019-03-03T12:09:09.000000;37.862537;-8.067806;38;31;3;17
2019-03-26T10:37:19.000000;38.153084;-8.398663;381;67;3;-9999
2019-03-26T10:37:19.000000;38.134365;-7.880894;387;112;3;16
2019-03-26T10:37:20.000000;38.064835;-8.409827;358;59;3;-9999
2019-03-26T10:37:20.000000;38.04601;-7.892221;409;128;2;-9999
2019-03-21T11:56:38.000000;39.557396;-8.280479;22;13;3;15
2019-03-21T11:56:38.000000;39.51735;-8.086271;29;17;3;17
2019-03-21T11:56:38.000000;39.475777;-7.8865128;21;12;3;17
2019-03-21T11:56:39.000000;39.547134;-8.6919985;23;20;3;40
2019-03-21T11:56:39.000000;39.509212;-8.504626;24;25;3;10
2019-03-21T11:56:39.000000;39.47043;-8.31475;19;13;3;4
2019-03-21T11:56:39.000000;39.430557;-8.121316;21;18;3;12
2019-03-21T11:56:39.000000;39.38932;-7.923066;15;5;3;25
2019-03-21T11:56:41.000000;39.496506;-8.906778;27;27;3;32
2019-03-21T11:56:41.000000;39.46011;-8.725313;23;23;3;15
2019-03-21T11:56:41.000000;39.422592;-8.539887;32;29;3;4
2019-03-21T11:56:41.000000;39.38424;-8.352027;17;12;2;16
2019-03-21T11:56:41.000000;39.344223;-8.157748;13;7;3;13
2019-03-21T11:56:41.000000;39.30284;-7.958666;17;12;3;16
2019-03-21T11:56:42.000000;39.40957;-8.941275;25;18;2;29
2019-03-21T11:56:42.000000;39.373196;-8.759823;17;7;3;10
2019-03-21T11:56:42.000000;39.335793;-8.574871;19;11;3;1
2019-03-21T11:56:42.000000;39.297497;-8.387182;16;7;3;13
2019-03-21T11:56:42.000000;39.257683;-8.193785;16;5;3;17
2019-03-21T11:56:42.000000;39.21633;-7.994714;18;14;3;17
2019-03-21T11:56:42.000000;39.173393;-7.789916;15;6;3;17
2019-03-21T11:56:44.000000;39.32262;-8.975109;24;16;2;14
2019-03-21T11:56:44.000000;39.28651;-8.794892;22;24;3;7
2019-03-21T11:56:44.000000;39.249214;-8.610369;27;24;3;1
2019-03-21T11:56:44.000000;39.210934;-8.422649;15;10;3;10
2019-03-21T11:56:44.000000;39.171234;-8.229684;15;10;3;16
2019-03-21T11:56:44.000000;39.129944;-8.030795;15;8;3;16
2019-03-21T11:56:44.000000;39.087116;-7.826416;12;7;3;17
2019-03-21T11:56:45.000000;39.270424;-9.184164;18;16;3;7
2019-03-21T11:56:45.000000;39.235756;-9.00959;18;14;3;14
2019-03-21T11:56:45.000000;39.199764;-8.829832;21;23;3;9
2019-03-21T11:56:45.000000;39.162514;-8.645416;19;13;3;2
2019-03-21T11:56:45.000000;39.12424;-8.457601;16;8;3;8
2019-03-21T11:56:45.000000;39.084602;-8.264806;16;4;3;14
2019-03-21T11:56:45.000000;39.04338;-8.066109;15;5;3;14
2019-03-21T11:56:45.000000;39.000744;-7.8624926;16;7;3;20
2019-03-21T11:56:47.000000;39.18363;-9.219137;25;19;3;8
2019-03-21T11:56:47.000000;39.14895;-9.044394;20;16;3;11
2019-03-21T11:56:47.000000;39.113014;-8.864837;35;35;3;7
2019-03-21T11:56:47.000000;39.07588;-8.680884;27;23;3;2
2019-03-21T11:56:47.000000;39.03768;-8.49332;18;12;3;9
2019-03-21T11:56:47.000000;38.99788;-8.299601;20;15;3;4
2019-03-21T11:56:47.000000;38.956833;-8.101653;16;8;3;9
2019-03-21T11:56:47.000000;38.91433;-7.8985605;15;7;3;18
2019-03-21T11:56:48.000000;39.09657;-9.25304;30;34;3;5
2019-03-21T11:56:48.000000;39.062088;-9.079249;18;7;3;17
2019-03-21T11:56:48.000000;39.025986;-8.898718;33;42;3;0
2019-03-21T11:56:48.000000;38.989063;-8.715735;28;23;3;4
2019-03-21T11:56:48.000000;38.950764;-8.527567;22;23;3;2
2019-03-21T11:56:48.000000;38.911217;-8.335018;16;5;3;6
2019-03-21T11:56:48.000000;38.87026;-8.137365;16;5;3;12
2019-03-21T11:56:48.000000;38.827785;-7.934299;15;5;3;19
2019-03-21T11:56:50.000000;38.975582;-9.115215;22;19;3;28
2019-03-21T11:56:50.000000;38.939354;-8.933931;61;46;3;0
2019-03-21T11:56:50.000000;38.902496;-8.751162;35;31;3;3
2019-03-21T11:56:50.000000;38.864388;-8.5638275;48;52;2;8
2019-03-21T11:56:50.000000;38.824974;-8.37176;24;16;3;14
2019-03-21T11:56:50.000000;38.784096;-8.174375;17;8;3;20
2019-03-21T11:56:50.000000;38.741673;-7.971392;15;21;2;25
